RegionName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05
Nelson County,VA,Charlottesville,51,125,1922,299000,325000,312000,328000,299000,341949.5,377450,377000,359000,349000,319000,319000,314250,312400,314900,325000,309950,299500,299000,299000,297000,299000,297000,289000,287000,289849.5,287000,289700,284500,289000,299000,299000,297000,299500,295000,287000,295000,285000,290000,295000,290000,295000,299000,296250,295000,289450,289450,262500,252500,259000,249900,259900,259450,279000,291750,279000,260000,249678,250000,269900,263750,279900,279500,279900,285000,285000,285000,279900,269900,272450,264950,255000,249717.5,256950,249900,249900,259000,259900,279000,279250,281500,283500,299000,289900,285000,289700,279900,279999,299000,289000,279000,269250,279900,297000,285000,272450,265000,250000,274000,269500,274950,264000,259900,259900,260000,275000,280000,274900,274900,274567,267000,279000,284750
Bayfield County,WI,,55,7,1923,219000,219000,219000,219000,204500,209000,219000,219450,219000,214000,214000,199900,199900,203450,199900,199900,199900,199000,189900,189950,184900,179000,179000,175000,172000,179000,179000,179900,176375,175000,176850,175000,172450,165000,164900,164900,174900,175900,179900,189000,188750,185000,186900,179000,179000,177000,174500,174000,169000,169000,169450,173500,174950,181000,189000,189000,189000,189000,189000,189000,189000,189900,195000,196500,195000,189900,189000,186000,185000,185000,179950,175000,174000,174500,177200,179900,199000,198750,199000,189900,189450,192500,189900,195000,194900,194000,198500,199000,2.00E+05,214900,215000,210000,207900,199000,195000,195000,189900,179900,189950,195000,199900,199900,209500,210000,212300,199900,199000,199250,189500,193700,199900,193500,225000
Appomattox County,VA,Lynchburg,51,11,1924,161950,159700,159000,159450,159450,159900,159900,159900,159900,159900,164900,159900,167400,161400,159450,164900,174900,174900,169500,169000,168750,169900,169900,165950,164900,169900,164900,169900,166000,166000,169900,169700,169900,169500,165950,169000,166000,168500,169900,169900,164819,169900,179900,179500,179000,174900,176700,179250,179000,179000,173000,179700,175000,174900,172000,169950,169900,169420,159950,164900,160000,164900,164900,169900,169900,167500,169000,169700,168000,169900,169250,169000,169450,162500,172900,168700,169900,174900,173900,172900,167700,164950,165700,162500,159900,166500,176000,175000,179500,165000,165000,167450,175000,169900,171400,174900,175000,172900,169900,189900,179900,179900,177200,179900,174900,169900,169000,163500,164000,171400,179900,179900,179900
Roane County,WV,,54,87,1925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129900,139000,139000,130000,139000,137000,124900,119900,119900,114950,116500,110000,99950,112450,112450,109250,122450,119000,129900,134500,129000,129000,124900,129950,125000
Oglethorpe County,GA,Athens-Clarke County,13,221,1926,148500,143000,139900,139900,139900,139900,135000,139000,139000,139000,138500,135000,129900,124900,124900,128500,139900,142500,144900,143700,139900,130000,129900,129900,129900,139900,139900,130000,124000,134900,124945,129000,132000,133500,132000,134900,130000,130000,130000,129900,130000,129900,129900,133500,139900,142450,139900,142450,139000,139000,142450,132295,139900,145000,139950,142900,149900,144900,146950,149450,150400,142000,143000,143000,144900,149000,145950,141900,142900,142900,141450,144450,139500,143850,142900,144990,142450,147900,144900,149900,149900,148950,148950,158000,152400,166900,162900,160950,164900,164950,168950,174900,164900,159900,184950,177950,189900,164900,177500,185000,195900,212900,213900,195900,189749.5,205900,205900,205900,208900,209900,230950,212900,212450
Butler County,IA,,19,23,1927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114500,125000,128000,129900,124400,115000,115000,115000,114950,114900,117400,99900,114473.5,113250,121450,113250,110000,114900,110000,109900,106900,107500,103425,117450,129000,127000,123900,117450,119900,114450,115000,114900,115000,110000,115000,115000,105500,99500,110000,118000,112000,98450,97500,99125,109750,107500,112000,117750,118000
Missaukee County,MI,Cadillac,26,113,1928,115000,110000,114900,1.00E+05,99900,99900,99900,99000,99250,96500,99000,91200,89900,84900,89900,98500,99500,114500,111450,110000,109900,99900,99700,93950,96000,97000,99900,98450,99900,109700,107000,104900,99900,99900,99900,99500,95000,95000,95000,95000,99900,95000,99700,109900,109000,105000,99900,99900,99900,99500,99900,99900,109450,109000,107250,114900,115000,114900,105000,99900,99900,99900,92300,94450,102400,114900,110000,109450,109900,115400,114900,118400,114900,114900,118450,116900,118450,129900,120950,119900,124900,129900,119900,119000,119450,119900,128900,129900,139900,135000,141450,134900,139000,139700,139311,139900,135000,139900,139900,139000,141450,136105.5,129900,129900,149900,149950,149900,139900,125000,129900,129900,129900,136250
Moultrie County,IL,,17,139,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109900,109500,119900,131000,129700,126995,125997.5,115000,115000,120000,115000,110000,116750,104900,110000,103950,97000,89999,94450,97500,94900,94900,95000,95000,95000,95000,97000,101000,94900,94950,95500,96450,98250,98250,95200,89700,88500,89900,98250,99500,96000,95750,93000,94000,89900,98500,94000,92000,97500,98250,110000,110000,110000
Fulton County,PA,,42,57,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189000,179900,187950,187950,194450,186900,175000,170000,162450,152500,149900,149900,165000,185000,199900,199900,209900,199900,199900,199500,199900,177500,189250,175000,170000,159000,174999,174500,167500,173700,184900,174900,174950,174900,174900,170000,171950,169950,165000
Grand County,CO,,8,49,1931,365000,359900,359450,350000,349900,350000,375000,375000,359925,359900,349000,348500,339900,325000,339000,327000,334500,319950,318151,319062.5,319900,319000,299000,299900,299000,299000,299000,279800,289900,289250,289900,289000,289900,299000,299000,299000,310000,314900,299000,299450,295000,299000,325000,329950,329900,341823,334950,333000,324900,299000,299000,299000,319000,329900,320000,329000,334900,349000,349000,358900,360000,349000,345000,349000,299900,319000,343700,339950,349900,360500,373750,349250,347250,384908.5,369000,375000,379450,389400,395000,409900,419000,423000,447642.5,450000,452500,445400,432900,424950,449000,449999,479000,489000,489000,484450,495000,495000,495000,499000,499000,499000,507500,499000,509000,499900,517700,515000,529900,525000,515000,499000,460000,480000,521500
Chowan County,NC,,37,41,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219000,214900,211500,225000,219000,204450,209000,199000,209000,214950,199000,205000,216500,214500
Rusk County,WI,,55,107,1933,117950,115950,115000,125000,129900,122450,122450,119000,129900,135000,134900,130000,124950,114900,129900,133900,130000,130000,129900,129900,129900,125000,126750,125000,124800,124600,125000,129900,128000,125000,120000,119950,118500,114950,115900,110000,111250,110000,110000,115900,119900,129000,125000,124900,124900,119900,118500,119900,119900,119450,119900,119500,129000,129900,132900,129700,119900,129900,139900,129900,125950,129900,129900,131200,139000,149995,139000,139000,139000,139900,142000,145500,145500,142000,145000,145500,149000,146700,139000,145250,142700,139000,132450,129000,129900,132450,127500,129450,129900,134950,129900,139250,139250,122997.5,127450,129900,134450,149450,139000,132450,139900,139450,139000,129900,139450,147400,137450,134900,129900,122500,127700,137800,149900
Washington County,IL,,17,189,1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89900,99900,110000,115000,112500,112500,122450,129000,125750,129000,129000,124700,124500,119950,119450,120500,128450,129250,127900,127900,127900,124700,128700,129500,120000,119900,129900,133500,135000,132000,134750,136450,137900,134900,138950,137500,132500,126750,128200,122000,124900,129900,122450,129900,126000,125000,122500,124900,123000,120550,110000,112000,109000,114400,117900,119000,119500,122500,129900,124450,132000,119900,119999.5,124500,125000
Mason County,IL,,17,125,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74900,74900,77250,75000,74900,78000,78950,79950,83500,79900,79900,79900,79000,79450,79000,79900,79900,74900,79900,79900,75000
White County,IL,,17,193,1936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79200,87500,82000,86250,87500,88250,89000,88950,89000,89900,89900,89000,94000,92000,93950,93000,99000,95000,93750,95500,92500,92000,92000,89000,87750,85000,85500,84900,84900,79900,79900,79500,79900,82449.5,79999,89900,88450
Screven County,GA,,13,251,1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108900,97900,98950,108900,104400,114000,114500,111250,95900,108900,109450,95900
Crockett County,TN,Jackson,47,33,1938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108900,106450,119900,115000,119900,112500,114950,112425,114950,109000,120000,117500,111200,120500
Faribault County,MN,,27,43,1939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89950,96950,89000,80750,85400,85000,89500,89092,76700,83500,85000,83500,84049.5,73700,79900,79900,79950,79900,79900,79900,79000,82200,89000,89000,94750,99900,101400
Braxton County,WV,,54,7,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105000,115000,122400,124900,125000,120000,122450,120000,116000,111000,110000,110000,113500,115000,127500,129900,126250,120000,113500,110000,111250,111250,111250,105000,95000,99900,95000,107450,109499.5
Long County,GA,Hinesville,13,183,1941,158750,159200,155900,155900,159900,160995,159900,159990,159900,159000,155900,159900,159900,159900,159990,159200,158500,155900,155900,159900,155900,158500,159900,159200,159900,159900,155900,155250,159500,156200,149000,144900,154132.5,148975,149450,149900,147950,146900,154900,146900,150000,159900,163500,159000,155000,168900,170000,170000,169950,173700,174500,173700,172402.5,159900,152900,149900,154900,159900,159400,163400,160000,164900,164400,164900,165750,160000,170900,169900,171900,178900,172950,169900,167900,165000,165000,167900,169900,168250,173000,168000,165000,165000,164760,159450,159900,169000,169000,174607,169900,169900,174900,169900,179900,179900,174450,174000,179750,179500,179950,175000,170000,179900,179250,174950,173750,175700,175900,176700,174900,178150,180000,189985,189942.5
Newton County,TX,Beaumont-Port Arthur,48,351,1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149900,152900,179750,189900,184700,173634,175474,169500,165000,144900,137000,142450,157900,149900,149900,144900,164450,142000,139018
Union County,SD,Sioux City,46,127,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328600,334900,339900,334450,311500,327000,334900,328000,348950,343450,314000,313000,299950,299975,285000,268925,257950,249475,279900,274950,279900,274950,279450,270000,276250,272500,3.00E+05,294000,294000,298500,270000,292400,289900,299900,299900,269500,310000,325000,335500
Fleming County,KY,,21,69,1944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148750,143700,139000,129450,132450,139000,129000,129450,135000,119900,138400,141950,144450
Trigg County,KY,Clarksville,21,221,1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179450,169500,168000,154475,159000,159500,159000,155500,156000,154450,159250,173700,180000,178000,169500,176500,159900,154900,156250,158250,164900,164900,174900,179900,198250,199000,219900,219000,199900,210000,199999.5,199999,199949.5,199900,199999,197950,190000,187450,179900,183750,192400,199000,189500,179000,180500,194900,192000,194900,198500,198500,211000,197000,207500,188750,174900,174500,174500,181900,184900,186950,179450
McIntosh County,GA,Brunswick,13,191,1946,274450,269900,269900,275450,275000,265000,269900,272500,275900,269900,259900,259900,239000,256000,259200,254950,262450,255000,249000,249500,249900,245000,232000,224000,2.00E+05,220000,210000,222000,220000,209000,198000,198000,198000,214990,217000,220000,217000,224000,240000,243500,229950,232000,239000,227500,199700,199000,199900,219900,209000,199900,210000,225000,230000,220000,220000,230000,234500,235000,240000,239000,235000,235000,245000,245000,245000,244747,239900,249450,255000,242450,245000,233900,236950,245000,245000,249900,259000,247450,252000,239950,265000,265000,249995,249950,266000,269000,266000,275000,277000,286950,274900,249950,249950,250000,250000,252450,254900,267200,274900,269250,272400,274900,261300,249900,249900,239500,219900,217450,239000,237000,240000,239450,239950
Allamakee County,IA,,19,5,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137450,134000,128825,129200,128500,129900,136900,128125,128125,130000,129950,139500,139900,139900,149950,136250,125000,131200,132500,139900,140000,137700,137700,139500,132500,133500,134500,142500,139500,150000,145000,148700,154500,139700,144500,154500,154500,149900,147500,147500,147500,152250,149750,175000,167500,163000,167500,154700,150000,146325,139450,139000,134500,134000,139900,144900,159000,168500,189900,184700,172200,149750,136450,149637.5,135000,135900,135000,142000,139000,149900,136000,128000,133950,128450,129700,132450,129700,129500,127900,129500,139000,149700
Manassas Park City,VA,Washington-Arlington-Alexandria,51,685,1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245000,239900,239900,239900,239900,249700,232450,239900,239000,255000,229999.5,229900,239900,229990,229900,224990,232450,250000,259000,256250,260000,274900,267450,279900,272450,259900,259900,259945,262439,275950,275000,287450,285000,287000,289990,279900,315495,3.00E+05,285000,280000,289000,307500,297500,305000,299000,295000,279990,279945,264900,260450,259900,261000,272450,279999.5,285000,285000,279999.5,282450,279900,265999,269450,269900,289900,277495,278900,292000,299000,290000,299900,315000,315000,299900,284500,277200,289900,297450,301000,318950,320000
Mono County,CA,,6,51,1949,432000,464450,464400,459950,449000,444000,449000,459900,449000,425000,399000,399000,404000,399000,395000,389000,398000,399000,389000,387000,392400,379000,389000,382450,369900,359000,364950,379000,389000,369000,372500,349000,349000,366750,395000,395000,375000,377500,347900,348500,349500,349900,391500,395000,369000,398500,399900,399000,399000,395000,398000,399000,389950,389450,399450,389000,397000,395000,399000,414500,399900,4.00E+05,399000,399000,398500,389000,389000,379900,384900,389000,394900,399000,399999,430000,444000,439000,425000,429900,439000,449000,461250,449000,465000,470450,495000,499000,499250,484000,479500,499000,499450,539000,529500,499000,489000,506950,479000,444500,495000,499000,497000,477000,524000,499000,498000,509000,530000,517000,515000,545000,542250,544250,525750
Atoka County,OK,,40,5,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152000,152000,159900,148000,157450,150000,151250,157000,153250,172450,169900,177450,185000,180000,181250
Price County,WI,,55,99,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119900,125000,124900,124900,120000,119900,118900,116900,114900,108950,108900,105900,103900,109900,109900,120000,119900,119900,115750,114900,119800,109900,109900,109000,109450,115000,114900,119500,119900,119900,119900,120000,125000,124900,119900,116400,119900,120000,125000,129900,129950,130000,125000,124900,119900,119900,124900,125000,124950,125000,119900,124900,124900,119900,119000,116500,119900,119650,119900,119650,119900,119000,119000,119900,119900,119000,124900,125500,125500,119900,119900,119900,119900,119900,119900,119900
Ripley County,MO,,29,181,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126500,119900,109900,109900,109900,109000,99900,99700,94900,94900,99500,105000,101950,105000,104500,109500,105000,99900,95000,97250,109900,114900,101950,99500,99700,1.00E+05,109900,119900,117000,104900,117500,119900,119000,109900,119000,109900,109700,109900,110000,109900,109450,109900,109900,105900,109900,109900,102700,104450
Ford County,IL,Champaign-Urbana,17,53,1953,84900,88000,89900,87500,86950,89900,89900,98000,99700,99950,99900,92450,93700,92500,90000,89900,85000,79900,85000,90000,89950,85000,87950,85000,89900,89700,89700,85000,84225,86250,95000,89900,89900,84900,89900,89900,87400,89900,79900,79900,75750,77250,79950,84900,80000,79900,84700,79900,74900,78500,79900,79950,89900,89500,84950,85000,84900,89000,79900,78500,78500,79900,78200,77500,78750,79900,79900,79500,77950,79900,83900,83900,82000,83900,82500,83900,83900,84900,83200,85250,84900,86700,82750,79500,79900,80000,79900,87000,89900,94900,94900,92500,94800,91000,91750,94695,94885,94950,98500,99900,102000,99999,99900,89900,89900,92000,86400,87950,85900,94250,94000,94999,94700
Jackson County,TX,,48,239,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239950,229900,222000,212450,199900,199900,189900,189000,190000,189000,189000,189000,179950,180000,177250,179700,184500,179500,191000,179500,178950,175000,179750,184250,195000,192000,179900,179000,179450,179450,198900,174250,192000,185000,189000,190000
Crawford County,MI,,26,39,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99900,99000,89900,91950,89450,86380,84500,82650,84500,79850,79900,89900,95000,97450,97950,94900,95900,91900,94900,97000,97900,97950,98000,99500,104950,99000,98450,94900,93500,94950,94750,95000,91450,89900,95000,94950,99900,99900,112500,110000,109900,109900,99900,107750,108000,99900,99900,114500,119900,119900,114400,113900,110000,116900,116250,119700,111000,110000,116499.5,124900,124900,128450,129900,129450,127000,122000,120950,120000,118900,119900,124900,129900,129900
Williamsburg City,VA,Virginia Beach-Norfolk-Newport News,51,830,1956,329900,329900,3.00E+05,299950,312500,329500,344950,345000,352500,344950,365500,355450,332250,299950,325000,295000,3.00E+05,295000,322450,339995,334945,319900,319900,351951,359900,325000,299000,301950,289000,299000,294450,299000,347000,337500,325000,325000,314500,339500,325000,320000,286000,304000,311200,325000,285500,273450,267495,268490,266990,263500,271240,299990,314990,305000,325000,299990,314990,339500,339500,331945,331945,330967.5,339500,341800,347245,343825,358500,349500,350000,359990,339900,332900,302495,332972.5,316555,313490,313490,310990,314495,339000,314495,328990,334950,329990,319990,327990,329990,329490,329990,340000,330490,316885,320610,320300,313380,299100,315270,319990,320300,324990,315530,312490,298445,303430,324990,324627.5,299990,305250,315990,324265,314990,324990,326635
